Entity,Category,Popularity_Tier,Model,RQ1_Predicted_Type,RQ1_Type_Match,RQ2_Feature_Present,RQ3_Description,RQ3_Propositions,RQ3_Hallucinations_Count,RQ3_Details,RQ3_Ground_Truth_Source
John H. Newton,Random,Medium,scads_flux2_klein,Person,,,A portrait of an elderly man with a white beard wearing a dark suit and white bow tie.,"[""The person has a white beard and mustache"", ""The person is wearing a dark blazer"", ""The person is wearing a white bow tie"", ""The person is bald on top with white hair on the sides"", ""There is text at the bottom that reads 'JOHN H NEWOR'"", ""The background consists of a wooden wall and a window""]",0,None,wikipedia
Ghent University Museum,Random,Medium,scads_flux2_klein,Building,,,"A large red-brick Gothic-style church or cathedral with multiple spires, situated next to a cobblestone plaza and a small green lawn.","[""The building is constructed from red brick"", ""There are two prominent pointed spires"", ""The building features pointed arch windows"", ""There is a cobblestone ground in the foreground"", ""A small patch of green grass is present"", ""There are trees with green and yellow leaves on the left"", ""A street lamp is visible on the right side of the plaza"", ""The sky is blue with white clouds""]",1,The description of the building as a 'church or cathedral' contradicts the ground truth that the entity is a museum and botanical garden.,wikipedia
1979 Japan Open Tennis Championships – Men's singles,Random,Medium,scads_flux2_klein,Person,,,"A male tennis player in white athletic attire holding a racket on a court, with a crowd and a sign in the background.","[""A man is holding a tennis racket"", ""The man is wearing a white short-sleeved shirt"", ""The man is wearing white shorts"", ""The man is wearing white sneakers and socks"", ""There is a large sign in the background with the text 'JAYAIN OPPEN'"", ""The number '1979' is visible on the sign"", ""A crowd of people is seated in the background"", ""The person is standing on a blue tennis court""]",0,None,wikipedia
Frank Olson,Random,Medium,scads_flux2_klein,Person,,,"A black and white close-up portrait of a middle-aged man with a beard and short hair, positioned against a textured background.","[""The image is in black and white"", ""The subject is a man"", ""The man has a beard and mustache"", ""The man is wearing a dark-colored crew neck shirt"", ""The man is wearing a chain necklace"", ""The background consists of a textured surface resembling tree bark"", ""The man is looking slightly away from the camera""]",0,None,wikipedia
Treehouse of Horror (The Simpsons episode),Random,Medium,scads_flux2_klein,Illustration,,,A cartoon image featuring a large tree with a door and characters resembling Homer and Bart Simpson in a forest setting.,"[""There is a large tree in the center of the image"", ""A yellow cartoon head is positioned on the tree trunk"", ""There is a small door at the base of the tree"", ""A small yellow cartoon character is standing to the right of the tree"", ""The text 'THOHORO OF' is written across the top"", ""The text 'THE HORAS' is written at the bottom"", ""There are stylized evergreen trees in the background"", ""The sky is blue with white clouds""]",0,None,wikipedia
Froidchapelle,Random,Long-tail,scads_flux2_klein,Building,,,A traditional stone house with a steep gabled roof and a sign reading 'FROIDCHAPLLE'.,"[""The building is made of light-colored stone and plaster"", ""The roof is steep and covered in dark tiles"", ""There is a sign on the wall that says 'FROIDCHAPLLE'"", ""The house has multiple small windows with dark frames"", ""There is a dark wooden door with a stone archway"", ""A metal downspout runs vertically down the side of the building"", ""There are green bushes and plants around the base of the house"", ""The ground in front consists of a gravel path and a grassy area"", ""The sky is overcast and grey"", ""Bare tree branches are visible in the upper left foreground""]",1,The proposition stating the sign says 'FROIDCHAPLLE' contains a misspelling of the entity name 'Froidchapelle'.,wikipedia
RISC Single Chip,Random,Long-tail,scads_flux2_klein,Object,,,An electronic integrated circuit chip mounted on a green printed circuit board with multiple metal pins.,"[""The object is an electronic component"", ""There is a black rectangular chip in the center"", ""The chip has gold-colored alphanumeric text on its surface"", ""The chip is mounted on a green circuit board"", ""There are multiple silver-colored metal pins extending from the sides"", ""The background is plain white""]",0,None,wikipedia
Kristijonas Donelaitis,Random,Long-tail,scads_flux2_klein,Person,,,"A black and white portrait of an older man with a full beard and mustache, wearing a suit jacket and a white cravat.","[""The image is in grayscale"", ""The subject is a man"", ""The man has a full beard and mustache"", ""The man is wearing a textured suit jacket"", ""The man is wearing a white necktie or cravat"", ""The man has light-colored eyes"", ""The background is a neutral, blurred fabric or wall""]",0,None,wikipedia
Bromsgrove railway works,Random,Long-tail,scads_flux2_klein,Object,,,A vintage steam locomotive stopped at a railway station platform with people nearby.,"[""There is a black and green steam locomotive on the tracks"", ""The locomotive has the text 'BROMSGROVE' on its side"", ""A person is visible in the driver's cab of the locomotive"", ""A person is walking on the station platform"", ""There is a brick building adjacent to the platform"", ""Another train carriage is visible on a parallel track to the right"", ""Steam is rising from the locomotive's funnel"", ""The ground between the rails is covered in grey ballast stones"", ""The sky is blue with white clouds""]",0,None,wikipedia
Siege of Mount Hiei,Random,Long-tail,scads_flux2_klein,Landscape,,,"A mountainous landscape featuring a traditional East Asian building on a peak, surrounded by pine trees and mist.","[""There is a building with a curved roof on a hilltop"", ""The landscape consists of steep, green mountains"", ""There are numerous pine trees throughout the scene"", ""Mist or fog is visible between the mountain slopes"", ""The text 'SEGE OF MOUNT HIEE:' is written in large letters at the top"", ""The sky is a pale, overcast color""]",1,The proposition regarding the text 'SEGE OF MOUNT HIEE:' contains spelling errors ('SEGE' instead of 'Siege' and 'HIEE' instead of 'Hiei') and is not supported by the ground truth text.,wikipedia
Smokestack Lightning,Random,Long-tail,scads_flux2_klein,Building,,,"Two large industrial cooling towers emitting massive plumes of dark smoke and fire into a cloudy sky, situated near a body of water.","[""There are two large cooling towers"", ""Dark grey smoke is billowing from the tops of the towers"", ""Orange flames are visible within the smoke plumes"", ""The scene is set next to a body of water"", ""There are trees in the background"", ""The sky is overcast with clouds"", ""There is a smaller industrial structure to the left of the towers""]",7,"The entity is a blues song by Howlin' Wolf, not an industrial building or cooling towers. All visual propositions are hallucinations.",wikipedia
Find Myself in You,Random,Long-tail,scads_flux2_klein,Person,,,"A portrait of a person with long brown hair, partially obscured by white stylized text overlays.","[""There is a person in the image"", ""The person has long brown hair"", ""The person is wearing a light-colored t-shirt"", ""There is white text overlaid on the image"", ""The background is a plain, light-colored wall""]",5,"The entity is a song, not a person. All propositions describing a person, their hair, clothing, and the background are hallucinations as they do not relate to the song 'Find Myself in You'.",wikipedia
